Country,date,total_cases,new_cases,total_deaths,new_deaths,population,population_density,median_age,gdp_per_capita,cvd_death_rate,Overall Life Expectancy,Female Life Expectancy,Male Life Expectancy,Number of doctors per 1000 people
Austria,2019-12-31,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-01,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-02,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-03,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-04,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-05,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-06,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-07,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-08,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-09,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-10,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-11,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-12,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-13,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-14,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-15,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-16,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-17,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-18,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-19,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-20,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-21,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-22,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-23,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-24,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-25,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-26,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-27,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-28,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-29,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-30,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-01-31,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-01,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-02,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-03,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-04,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-05,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-06,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-07,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-08,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-09,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-10,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-11,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-12,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-13,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-14,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-15,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-16,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-17,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-18,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-19,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-20,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-21,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-22,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-23,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-24,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-25,0.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-26,2.0,2.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-27,2.0,0.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-28,5.0,3.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-02-29,7.0,2.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-01,10.0,3.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-02,14.0,4.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-03,18.0,4.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-04,24.0,6.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-05,29.0,5.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-06,41.0,12.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-07,74.0,33.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-08,99.0,25.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-09,102.0,3.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-10,131.0,29.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-11,182.0,51.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-12,246.0,64.0,0.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-13,361.0,115.0,1.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-14,504.0,143.0,1.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-15,655.0,151.0,1.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-16,860.0,205.0,1.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-17,1016.0,156.0,3.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-18,1332.0,316.0,3.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-19,1646.0,314.0,4.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-20,2196.0,550.0,6.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-21,2649.0,453.0,6.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-22,3024.0,375.0,8.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-23,3631.0,607.0,16.0,8.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-24,4486.0,855.0,25.0,9.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-25,5282.0,796.0,30.0,5.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-26,5888.0,606.0,34.0,4.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-27,7029.0,1141.0,52.0,18.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-28,7697.0,668.0,68.0,16.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-29,8291.0,594.0,68.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-30,8813.0,522.0,86.0,18.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-03-31,9618.0,805.0,108.0,22.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-01,10182.0,564.0,128.0,20.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-02,10711.0,529.0,146.0,18.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-03,11129.0,418.0,158.0,12.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-04,11525.0,396.0,168.0,10.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-05,11766.0,241.0,186.0,18.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-06,11983.0,217.0,204.0,18.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-07,12297.0,314.0,220.0,16.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-08,12640.0,343.0,243.0,23.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-09,12969.0,329.0,273.0,30.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-10,13248.0,279.0,295.0,22.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-11,13560.0,312.0,319.0,24.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-12,13807.0,247.0,337.0,18.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-13,13937.0,130.0,350.0,13.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-14,14043.0,106.0,368.0,18.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-15,14234.0,191.0,384.0,16.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-16,14370.0,136.0,393.0,9.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-17,14448.0,78.0,410.0,17.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-18,14603.0,155.0,431.0,21.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-19,14662.0,59.0,443.0,12.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-20,14710.0,48.0,452.0,9.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-21,14783.0,73.0,462.0,10.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-22,14833.0,50.0,463.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-23,14924.0,91.0,494.0,31.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-24,14985.0,61.0,508.0,14.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-25,15068.0,83.0,513.0,5.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-26,15134.0,66.0,536.0,23.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-27,15189.0,55.0,542.0,6.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-28,15256.0,67.0,549.0,7.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-29,15314.0,58.0,569.0,20.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-04-30,15364.0,50.0,580.0,11.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-01,15424.0,60.0,584.0,4.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-02,15458.0,34.0,589.0,5.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-03,15470.0,12.0,596.0,7.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-04,15538.0,68.0,598.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-05,15569.0,31.0,600.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-06,15586.0,17.0,606.0,6.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-07,15651.0,65.0,608.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-08,15673.0,22.0,609.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-09,15735.0,62.0,614.0,5.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-10,15777.0,42.0,615.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-11,15787.0,10.0,618.0,3.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-12,15874.0,87.0,620.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-13,15910.0,36.0,623.0,3.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-14,15964.0,54.0,624.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-15,16005.0,41.0,626.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-16,16068.0,63.0,628.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-17,16140.0,72.0,628.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-18,16154.0,14.0,629.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-19,16179.0,25.0,629.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-20,16257.0,78.0,632.0,3.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-21,16275.0,18.0,633.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-22,16332.0,57.0,633.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-23,16361.0,29.0,635.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-24,16407.0,46.0,639.0,4.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-25,16439.0,32.0,640.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-26,16459.0,20.0,641.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-27,16497.0,38.0,643.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-28,16515.0,18.0,645.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-29,16543.0,28.0,668.0,23.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-30,16594.0,51.0,668.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-05-31,16638.0,44.0,668.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-01,16642.0,4.0,668.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-02,16663.0,21.0,668.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-03,16674.0,11.0,669.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-04,16705.0,31.0,670.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-05,16741.0,36.0,670.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-06,16803.0,62.0,672.0,2.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-07,16822.0,19.0,672.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-08,16868.0,46.0,672.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-09,16889.0,21.0,672.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-10,16902.0,13.0,672.0,0.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-11,16936.0,34.0,673.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-12,16964.0,28.0,674.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Austria,2020-06-13,16994.0,30.0,675.0,1.0,9006400.0,106.749,44.4,45436.685999999994,145.183,81.4,83.8,79.0,5.00515
Belarus,2019-12-31,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-01,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-02,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-03,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-04,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-05,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-06,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-07,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-08,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-09,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-10,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-11,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-12,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-13,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-14,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-15,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-16,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-17,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-18,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-19,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-20,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-21,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-22,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-23,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-24,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-25,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-26,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-27,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-28,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
Belarus,2020-01-29,0.0,0.0,0.0,0.0,9449321.0,46.858000000000004,40.3,17167.967,443.129,74.6,79.4,69.4,4.8443
